agent,goal,group,success,total_steps,termination,attempt_index,optimal_depth,invalid_action_steps,invalid_action_rate,repeated_action_transitions,repeated_action_rate,failed_steps,successful_steps,dead_loop,cascade_failure,plan_knowledge_error_steps,sequencing_error_steps,dominant_error_type,first_failure_step,source
reflexion,bowl,Wooden,True,28,success,3,3,2,0.07142857142857142,3,0.1111111111111111,10,18,False,False,8,2,plan_knowledge_error,2,full/full_v1/reflexion/bowl_run03.json
reflexion,bowl,Wooden,False,22,dead_loop,3,3,0,0.0,6,0.2857142857142857,9,13,False,False,4,5,sequencing_error,5,full/full_v1/reflexion/bowl_run04.json
reflexion,bowl,Wooden,True,26,success,1,3,4,0.15384615384615385,1,0.04,12,14,False,False,9,3,plan_knowledge_error,1,full/full_v1/reflexion/bowl_run05.json
reflexion,bowl,Wooden,True,7,success,1,3,0,0.0,0,0.0,1,6,False,False,0,1,sequencing_error,1,full/full_v1/reflexion/bowl_run06.json
reflexion,bowl,Wooden,False,10,dead_loop,3,3,6,0.6,1,0.1111111111111111,7,3,False,False,7,0,plan_knowledge_error,3,full/full_v1/reflexion/bowl_run07.json
reflexion,bowl,Wooden,True,29,success,1,3,4,0.13793103448275862,3,0.10714285714285714,13,16,False,False,8,5,plan_knowledge_error,1,full/full_v1/reflexion/bowl_run08.json
reflexion,bowl,Wooden,True,13,success,3,3,0,0.0,3,0.25,4,9,False,False,3,1,plan_knowledge_error,5,full/full_v1/reflexion/bowl_run09.json
reflexion,bowl,Wooden,True,20,success,1,3,0,0.0,2,0.10526315789473684,5,15,False,False,4,1,plan_knowledge_error,1,full/full_v1/reflexion/bowl_run10.json
reflexion,bowl,Wooden,True,16,success,3,3,3,0.1875,3,0.2,5,11,False,False,4,1,plan_knowledge_error,4,full/full_v1/reflexion/bowl_run11.json
reflexion,bowl,Wooden,True,27,success,3,3,1,0.037037037037037035,3,0.11538461538461539,6,21,False,False,5,1,plan_knowledge_error,1,full/full_v1/reflexion/bowl_run12.json
reflexion,bowl,Wooden,True,29,success,1,3,5,0.1724137931034483,1,0.03571428571428571,12,17,False,False,9,3,plan_knowledge_error,1,full/full_v1/reflexion/bowl_run13.json
reflexion,bowl,Wooden,True,13,success,3,3,0,0.0,2,0.16666666666666666,2,11,False,False,0,2,sequencing_error,7,full/full_v1/reflexion/bowl_run14.json
reflexion,bowl,Wooden,False,11,dead_loop,3,3,1,0.09090909090909091,1,0.1,6,5,False,False,1,5,sequencing_error,3,full/full_v1/reflexion/bowl_run15.json
reflexion,bucket,Iron,False,26,dead_loop,3,5,7,0.2692307692307692,2,0.08,13,13,False,False,11,2,plan_knowledge_error,3,full/full_v1/reflexion/bucket_run01.json
reflexion,bucket,Iron,True,68,success,1,5,0,0.0,7,0.1044776119402985,25,43,False,False,16,9,plan_knowledge_error,1,full/full_v1/reflexion/bucket_run02.json
reflexion,bucket,Iron,False,18,dead_loop,3,5,0,0.0,2,0.11764705882352941,5,13,False,False,0,5,sequencing_error,4,full/full_v1/reflexion/bucket_run03.json
reflexion,bucket,Iron,False,21,dead_loop,3,5,0,0.0,1,0.05,9,12,False,False,8,1,plan_knowledge_error,1,full/full_v1/reflexion/bucket_run04.json
reflexion,bucket,Iron,False,48,dead_loop,3,5,0,0.0,14,0.2978723404255319,17,31,True,False,7,10,dead_loop,6,full/full_v1/reflexion/bucket_run05.json
reflexion,bucket,Iron,False,55,dead_loop,3,5,1,0.01818181818181818,5,0.09259259259259259,26,29,False,False,16,10,plan_knowledge_error,2,full/full_v1/reflexion/bucket_run06.json
reflexion,bucket,Iron,False,42,dead_loop,3,5,6,0.14285714285714285,6,0.14634146341463414,14,28,False,False,6,8,sequencing_error,2,full/full_v1/reflexion/bucket_run07.json
reflexion,bucket,Iron,False,13,dead_loop,3,5,5,0.38461538461538464,2,0.16666666666666666,8,5,False,False,5,3,plan_knowledge_error,1,full/full_v1/reflexion/bucket_run08.json
reflexion,bucket,Iron,False,28,dead_loop,3,5,0,0.0,3,0.1111111111111111,18,10,False,False,12,6,plan_knowledge_error,1,full/full_v1/reflexion/bucket_run09.json
reflexion,bucket,Iron,False,55,dead_loop,3,5,0,0.0,4,0.07407407407407407,21,34,False,False,12,9,plan_knowledge_error,3,full/full_v1/reflexion/bucket_run10.json
reflexion,bucket,Iron,False,100,max_steps,3,5,1,0.01,15,0.15151515151515152,26,74,True,False,17,9,dead_loop,4,full/full_v1/reflexion/bucket_run11.json
reflexion,bucket,Iron,False,10,dead_loop,3,5,0,0.0,3,0.3333333333333333,6,4,False,False,5,1,plan_knowledge_error,4,full/full_v1/reflexion/bucket_run12.json
reflexion,bucket,Iron,False,100,max_steps,3,5,1,0.01,9,0.09090909090909091,35,65,False,False,21,14,plan_knowledge_error,4,full/full_v1/reflexion/bucket_run13.json
reflexion,bucket,Iron,False,10,dead_loop,3,5,0,0.0,1,0.1111111111111111,7,3,False,False,0,7,sequencing_error,2,full/full_v1/reflexion/bucket_run14.json
reflexion,bucket,Iron,False,44,dead_loop,3,5,0,0.0,0,0.0,19,25,False,False,11,8,plan_knowledge_error,4,full/full_v1/reflexion/bucket_run15.json
reflexion,chain,Iron,False,36,dead_loop,3,6,0,0.0,3,0.08571428571428572,12,24,False,False,9,3,plan_knowledge_error,5,full/full_v1/reflexion/chain_run01.json
reflexion,chain,Iron,False,100,max_steps,3,6,0,0.0,9,0.09090909090909091,31,69,False,False,19,12,plan_knowledge_error,1,full/full_v1/reflexion/chain_run02.json
reflexion,chain,Iron,False,100,max_steps,3,6,2,0.02,14,0.1414141414141414,25,75,True,False,13,12,dead_loop,2,full/full_v1/reflexion/chain_run03.json
reflexion,chain,Iron,False,49,dead_loop,3,6,0,0.0,3,0.0625,16,33,False,False,12,4,plan_knowledge_error,1,full/full_v1/reflexion/chain_run04.json
reflexion,chain,Iron,False,100,max_steps,3,6,1,0.01,13,0.13131313131313133,30,70,False,False,22,8,plan_knowledge_error,4,full/full_v1/reflexion/chain_run05.json
reflexion,chain,Iron,False,6,dead_loop,3,6,0,0.0,3,0.6,6,0,False,True,1,5,sequencing_error,1,full/full_v1/reflexion/chain_run06.json
reflexion,chain,Iron,False,100,max_steps,3,6,4,0.04,13,0.13131313131313133,17,83,False,False,13,4,plan_knowledge_error,4,full/full_v1/reflexion/chain_run07.json
reflexion,chain,Iron,False,9,dead_loop,3,6,0,0.0,4,0.5,6,3,True,True,6,0,dead_loop,4,full/full_v1/reflexion/chain_run08.json
reflexion,chain,Iron,False,17,dead_loop,3,6,0,0.0,0,0.0,8,9,False,False,7,1,plan_knowledge_error,2,full/full_v1/reflexion/chain_run09.json
reflexion,chain,Iron,False,12,dead_loop,3,6,0,0.0,3,0.2727272727272727,9,3,False,False,9,0,plan_knowledge_error,1,full/full_v1/reflexion/chain_run10.json
reflexion,chain,Iron,False,10,dead_loop,3,6,0,0.0,0,0.0,5,5,False,False,5,0,plan_knowledge_error,1,full/full_v1/reflexion/chain_run11.json
reflexion,chain,Iron,False,19,dead_loop,3,6,0,0.0,5,0.2777777777777778,12,7,False,False,10,2,plan_knowledge_error,3,full/full_v1/reflexion/chain_run12.json
reflexion,chain,Iron,False,8,dead_loop,3,6,0,0.0,4,0.5714285714285714,5,3,True,True,5,0,dead_loop,4,full/full_v1/reflexion/chain_run13.json
reflexion,chain,Iron,False,40,dead_loop,3,6,0,0.0,3,0.07692307692307693,14,26,False,False,9,5,plan_knowledge_error,2,full/full_v1/reflexion/chain_run14.json
reflexion,chain,Iron,False,8,dead_loop,3,6,0,0.0,4,0.5714285714285714,5,3,True,True,5,0,dead_loop,4,full/full_v1/reflexion/chain_run15.json
reflexion,charcoal,Stone,False,10,dead_loop,3,6,0,0.0,4,0.4444444444444444,5,5,True,False,0,5,dead_loop,4,full/full_v1/reflexion/charcoal_run01.json
reflexion,charcoal,Stone,False,17,dead_loop,3,6,0,0.0,0,0.0,10,7,False,False,0,10,sequencing_error,1,full/full_v1/reflexion/charcoal_run02.json
reflexion,charcoal,Stone,False,13,dead_loop,3,6,5,0.38461538461538464,6,0.5,7,6,False,False,5,2,plan_knowledge_error,1,full/full_v1/reflexion/charcoal_run03.json
reflexion,charcoal,Stone,False,6,dead_loop,3,6,0,0.0,3,0.6,5,1,False,False,0,5,sequencing_error,1,full/full_v1/reflexion/charcoal_run04.json
reflexion,charcoal,Stone,False,41,dead_loop,3,6,0,0.0,1,0.025,12,29,False,False,0,12,sequencing_error,4,full/full_v1/reflexion/charcoal_run05.json
reflexion,charcoal,Stone,False,11,dead_loop,3,6,0,0.0,1,0.1,6,5,False,False,0,6,sequencing_error,1,full/full_v1/reflexion/charcoal_run06.json
reflexion,charcoal,Stone,False,5,dead_loop,3,6,0,0.0,4,1.0,5,0,True,True,0,5,dead_loop,1,full/full_v1/reflexion/charcoal_run07.json
reflexion,charcoal,Stone,False,9,dead_loop,3,6,0,0.0,2,0.25,5,4,False,False,0,5,sequencing_error,2,full/full_v1/reflexion/charcoal_run08.json
reflexion,charcoal,Stone,False,9,dead_loop,3,6,0,0.0,1,0.125,5,4,False,False,0,5,sequencing_error,1,full/full_v1/reflexion/charcoal_run09.json
reflexion,charcoal,Stone,False,30,dead_loop,3,6,4,0.13333333333333333,3,0.10344827586206896,12,18,False,False,4,8,sequencing_error,3,full/full_v1/reflexion/charcoal_run10.json
reflexion,charcoal,Stone,False,23,dead_loop,3,6,2,0.08695652173913043,1,0.045454545454545456,16,7,False,False,2,14,sequencing_error,4,full/full_v1/reflexion/charcoal_run11.json
reflexion,charcoal,Stone,False,30,dead_loop,3,6,5,0.16666666666666666,4,0.13793103448275862,10,20,False,False,6,4,plan_knowledge_error,5,full/full_v1/reflexion/charcoal_run12.json
reflexion,charcoal,Stone,False,14,dead_loop,3,6,0,0.0,2,0.15384615384615385,9,5,False,False,2,7,sequencing_error,2,full/full_v1/reflexion/charcoal_run13.json
reflexion,charcoal,Stone,True,54,success,2,6,1,0.018518518518518517,10,0.18867924528301888,23,31,True,False,5,18,dead_loop,1,full/full_v1/reflexion/charcoal_run14.json
reflexion,charcoal,Stone,False,13,dead_loop,3,6,5,0.38461538461538464,3,0.25,8,5,False,False,5,3,plan_knowledge_error,2,full/full_v1/reflexion/charcoal_run15.json
reflexion,chest,Wooden,False,16,dead_loop,3,3,0,0.0,4,0.26666666666666666,9,7,False,False,7,2,plan_knowledge_error,3,full/full_v1/reflexion/chest_run01.json
reflexion,chest,Wooden,False,21,dead_loop,3,3,0,0.0,4,0.2,9,12,False,False,4,5,sequencing_error,4,full/full_v1/reflexion/chest_run02.json
reflexion,chest,Wooden,False,80,dead_loop,3,3,1,0.0125,6,0.0759493670886076,16,64,False,False,12,4,plan_knowledge_error,1,full/full_v1/reflexion/chest_run03.json
reflexion,chest,Wooden,False,8,dead_loop,3,3,0,0.0,4,0.5714285714285714,5,3,True,True,5,0,dead_loop,4,full/full_v1/reflexion/chest_run04.json
reflexion,chest,Wooden,False,7,dead_loop,3,3,2,0.2857142857142857,2,0.3333333333333333,7,0,False,True,7,0,plan_knowledge_error,1,full/full_v1/reflexion/chest_run05.json
reflexion,chest,Wooden,True,45,success,3,3,2,0.044444444444444446,8,0.18181818181818182,12,33,True,False,10,2,dead_loop,4,full/full_v1/reflexion/chest_run06.json
reflexion,chest,Wooden,True,29,success,3,3,0,0.0,4,0.14285714285714285,7,22,False,False,3,4,sequencing_error,2,full/full_v1/reflexion/chest_run07.json
reflexion,chest,Wooden,True,47,success,1,3,0,0.0,5,0.10869565217391304,12,35,False,False,6,6,sequencing_error,1,full/full_v1/reflexion/chest_run08.json
reflexion,chest,Wooden,False,19,dead_loop,3,3,0,0.0,1,0.05555555555555555,12,7,False,False,3,9,sequencing_error,4,full/full_v1/reflexion/chest_run09.json
reflexion,chest,Wooden,False,16,dead_loop,3,3,0,0.0,2,0.13333333333333333,9,7,False,False,5,4,plan_knowledge_error,2,full/full_v1/reflexion/chest_run10.json
reflexion,chest,Wooden,False,22,dead_loop,3,3,0,0.0,2,0.09523809523809523,12,10,False,False,9,3,plan_knowledge_error,5,full/full_v1/reflexion/chest_run11.json
reflexion,chest,Wooden,False,18,dead_loop,3,3,0,0.0,3,0.17647058823529413,8,10,False,False,8,0,plan_knowledge_error,5,full/full_v1/reflexion/chest_run12.json
reflexion,chest,Wooden,False,40,dead_loop,3,3,0,0.0,7,0.1794871794871795,9,31,False,False,3,6,sequencing_error,3,full/full_v1/reflexion/chest_run13.json
reflexion,chest,Wooden,True,68,success,3,3,0,0.0,13,0.19402985074626866,14,54,False,False,5,9,sequencing_error,7,full/full_v1/reflexion/chest_run14.json
reflexion,chest,Wooden,True,47,success,1,3,0,0.0,8,0.17391304347826086,9,38,False,False,2,7,sequencing_error,2,full/full_v1/reflexion/chest_run15.json
reflexion,compass,Redstone,False,10,dead_loop,3,5,0,0.0,2,0.2222222222222222,7,3,False,False,7,0,plan_knowledge_error,1,full/full_v1/reflexion/compass_run01.json
reflexion,compass,Redstone,False,19,dead_loop,3,5,0,0.0,1,0.05555555555555555,12,7,False,False,7,5,plan_knowledge_error,1,full/full_v1/reflexion/compass_run02.json
reflexion,compass,Redstone,False,17,dead_loop,3,5,0,0.0,0,0.0,12,5,False,False,11,1,plan_knowledge_error,1,full/full_v1/reflexion/compass_run03.json
reflexion,compass,Redstone,False,15,dead_loop,3,5,0,0.0,1,0.07142857142857142,9,6,False,False,5,4,plan_knowledge_error,2,full/full_v1/reflexion/compass_run04.json
reflexion,compass,Redstone,False,12,dead_loop,3,5,0,0.0,1,0.09090909090909091,6,6,False,False,6,0,plan_knowledge_error,4,full/full_v1/reflexion/compass_run05.json
reflexion,compass,Redstone,False,29,dead_loop,3,5,0,0.0,2,0.07142857142857142,17,12,False,False,15,2,plan_knowledge_error,2,full/full_v1/reflexion/compass_run06.json
reflexion,compass,Redstone,False,63,dead_loop,3,5,1,0.015873015873015872,4,0.06451612903225806,30,33,False,False,20,10,plan_knowledge_error,1,full/full_v1/reflexion/compass_run07.json
reflexion,compass,Redstone,False,9,dead_loop,3,5,0,0.0,4,0.5,5,4,False,False,0,5,sequencing_error,1,full/full_v1/reflexion/compass_run08.json
reflexion,compass,Redstone,False,42,dead_loop,3,5,0,0.0,6,0.14634146341463414,10,32,False,False,2,8,sequencing_error,3,full/full_v1/reflexion/compass_run09.json
reflexion,compass,Redstone,False,28,dead_loop,3,5,0,0.0,3,0.1111111111111111,14,14,False,False,13,1,plan_knowledge_error,5,full/full_v1/reflexion/compass_run10.json
reflexion,compass,Redstone,False,12,dead_loop,3,5,0,0.0,2,0.18181818181818182,8,4,False,False,6,2,plan_knowledge_error,4,full/full_v1/reflexion/compass_run11.json
reflexion,compass,Redstone,False,16,dead_loop,3,5,0,0.0,1,0.06666666666666667,9,7,False,False,8,1,plan_knowledge_error,1,full/full_v1/reflexion/compass_run12.json
reflexion,compass,Redstone,False,14,dead_loop,3,5,0,0.0,3,0.23076923076923078,9,5,False,False,7,2,plan_knowledge_error,2,full/full_v1/reflexion/compass_run13.json
reflexion,compass,Redstone,False,10,dead_loop,3,5,0,0.0,4,0.4444444444444444,7,3,True,True,7,0,dead_loop,4,full/full_v1/reflexion/compass_run14.json
reflexion,compass,Redstone,False,14,dead_loop,3,5,0,0.0,0,0.0,7,7,False,False,7,0,plan_knowledge_error,3,full/full_v1/reflexion/compass_run15.json
reflexion,crafting_table,Wooden,True,3,success,1,2,0,0.0,0,0.0,0,3,False,False,0,0,none,,full/full_v1/reflexion/crafting_table_run01.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run02.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run03.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run04.json
reflexion,crafting_table,Wooden,True,3,success,1,2,0,0.0,0,0.0,0,3,False,False,0,0,none,,full/full_v1/reflexion/crafting_table_run05.json
reflexion,crafting_table,Wooden,True,11,success,1,2,0,0.0,1,0.1,3,8,False,False,1,2,sequencing_error,1,full/full_v1/reflexion/crafting_table_run06.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run07.json
reflexion,crafting_table,Wooden,True,3,success,1,2,0,0.0,0,0.0,0,3,False,False,0,0,none,,full/full_v1/reflexion/crafting_table_run08.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run09.json
reflexion,crafting_table,Wooden,True,8,success,1,2,0,0.0,2,0.2857142857142857,4,4,False,False,3,1,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run10.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run11.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run12.json
reflexion,crafting_table,Wooden,True,16,success,1,2,0,0.0,1,0.06666666666666667,5,11,False,False,3,2,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run13.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run14.json
reflexion,crafting_table,Wooden,True,5,success,1,2,0,0.0,1,0.25,2,3,False,False,2,0,plan_knowledge_error,1,full/full_v1/reflexion/crafting_table_run15.json
reflexion,diamond_axe,Diamond,False,13,dead_loop,3,5,0,0.0,3,0.25,5,8,False,False,0,5,sequencing_error,3,full/full_v1/reflexion/diamond_axe_run01.json
reflexion,diamond_axe,Diamond,False,14,dead_loop,3,5,0,0.0,2,0.15384615384615385,9,5,False,False,3,6,sequencing_error,1,full/full_v1/reflexion/diamond_axe_run02.json
reflexion,diamond_axe,Diamond,False,29,dead_loop,3,5,5,0.1724137931034483,3,0.10714285714285714,18,11,False,False,14,4,plan_knowledge_error,4,full/full_v1/reflexion/diamond_axe_run03.json
reflexion,diamond_axe,Diamond,False,70,dead_loop,3,5,8,0.11428571428571428,15,0.21739130434782608,20,50,False,False,15,5,plan_knowledge_error,4,full/full_v1/reflexion/diamond_axe_run04.json
reflexion,diamond_axe,Diamond,False,41,dead_loop,3,5,5,0.12195121951219512,8,0.2,12,29,False,False,5,7,sequencing_error,4,full/full_v1/reflexion/diamond_axe_run05.json
reflexion,diamond_axe,Diamond,False,8,dead_loop,3,5,0,0.0,4,0.5714285714285714,5,3,True,True,0,5,dead_loop,4,full/full_v1/reflexion/diamond_axe_run06.json
reflexion,diamond_axe,Diamond,False,12,dead_loop,3,5,0,0.0,0,0.0,6,6,False,False,5,1,plan_knowledge_error,1,full/full_v1/reflexion/diamond_axe_run07.json
reflexion,diamond_axe,Diamond,False,32,dead_loop,3,5,5,0.15625,5,0.16129032258064516,9,23,False,False,6,3,plan_knowledge_error,2,full/full_v1/reflexion/diamond_axe_run08.json
reflexion,diamond_axe,Diamond,False,60,dead_loop,3,5,1,0.016666666666666666,6,0.1016949152542373,14,46,False,False,5,9,sequencing_error,2,full/full_v1/reflexion/diamond_axe_run09.json
reflexion,diamond_axe,Diamond,False,44,dead_loop,3,5,5,0.11363636363636363,9,0.20930232558139536,15,29,False,False,11,4,plan_knowledge_error,3,full/full_v1/reflexion/diamond_axe_run10.json
reflexion,diamond_axe,Diamond,False,11,dead_loop,3,5,0,0.0,3,0.3,7,4,False,False,1,6,sequencing_error,1,full/full_v1/reflexion/diamond_axe_run11.json
reflexion,diamond_axe,Diamond,False,11,dead_loop,3,5,0,0.0,0,0.0,5,6,False,False,0,5,sequencing_error,1,full/full_v1/reflexion/diamond_axe_run12.json
reflexion,diamond_axe,Diamond,False,100,max_steps,3,5,0,0.0,27,0.2727272727272727,4,96,True,False,1,3,dead_loop,16,full/full_v1/reflexion/diamond_axe_run13.json
reflexion,diamond_axe,Diamond,False,15,dead_loop,3,5,0,0.0,3,0.21428571428571427,11,4,False,False,9,2,plan_knowledge_error,1,full/full_v1/reflexion/diamond_axe_run14.json
reflexion,diamond_axe,Diamond,False,17,dead_loop,3,5,0,0.0,1,0.0625,9,8,False,False,5,4,plan_knowledge_error,1,full/full_v1/reflexion/diamond_axe_run15.json
reflexion,diamond_boots,Armor,False,100,max_steps,3,5,0,0.0,5,0.050505050505050504,31,69,False,False,23,8,plan_knowledge_error,4,full/full_v1/reflexion/diamond_boots_run01.json
reflexion,diamond_boots,Armor,False,9,dead_loop,3,5,0,0.0,2,0.25,9,0,False,True,9,0,plan_knowledge_error,1,full/full_v1/reflexion/diamond_boots_run02.json
reflexion,diamond_boots,Armor,False,40,dead_loop,3,5,5,0.125,4,0.10256410256410256,18,22,False,False,15,3,plan_knowledge_error,2,full/full_v1/reflexion/diamond_boots_run03.json
reflexion,diamond_boots,Armor,False,35,dead_loop,3,5,1,0.02857142857142857,1,0.029411764705882353,15,20,False,False,12,3,plan_knowledge_error,1,full/full_v1/reflexion/diamond_boots_run04.json
reflexion,diamond_boots,Armor,False,33,dead_loop,3,5,0,0.0,1,0.03125,14,19,False,False,10,4,plan_knowledge_error,1,full/full_v1/reflexion/diamond_boots_run05.json
reflexion,diamond_boots,Armor,False,23,dead_loop,3,5,0,0.0,7,0.3181818181818182,5,18,False,False,0,5,sequencing_error,4,full/full_v1/reflexion/diamond_boots_run06.json
