agent,goal,group,success,total_steps,termination,attempt_index,optimal_depth,invalid_action_steps,invalid_action_rate,repeated_action_transitions,repeated_action_rate,failed_steps,successful_steps,dead_loop,cascade_failure,plan_knowledge_error_steps,sequencing_error_steps,dominant_error_type,first_failure_step,source
react,blast_furnace,Iron,False,31,dead_loop,,8,0,0.0,2,0.06666666666666667,16,15,False,False,2,14,sequencing_error,1,full_v1_results/full_v1/react/blast_furnace_run15.json
react,bowl,Wooden,False,5,dead_loop,,3,5,1.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/bowl_run01.json
react,bowl,Wooden,True,11,success,,3,0,0.0,1,0.1,5,6,False,False,3,2,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run02.json
react,bowl,Wooden,False,6,dead_loop,,3,5,0.8333333333333334,3,0.6,5,1,False,False,5,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run03.json
react,bowl,Wooden,False,8,dead_loop,,3,5,0.625,5,0.7142857142857143,5,3,False,False,5,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run04.json
react,bowl,Wooden,True,13,success,,3,0,0.0,4,0.3333333333333333,6,7,False,False,4,2,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run05.json
react,bowl,Wooden,False,5,dead_loop,,3,0,0.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/bowl_run06.json
react,bowl,Wooden,False,7,dead_loop,,3,5,0.7142857142857143,4,0.6666666666666666,5,2,False,False,5,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run08.json
react,bowl,Wooden,False,5,dead_loop,,3,5,1.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/bowl_run09.json
react,bowl,Wooden,False,9,dead_loop,,3,5,0.5555555555555556,5,0.625,5,4,False,False,5,0,plan_knowledge_error,4,full_v1_results/full_v1/react/bowl_run11.json
react,bowl,Wooden,False,8,dead_loop,,3,3,0.375,4,0.5714285714285714,8,0,True,True,8,0,dead_loop,1,full_v1_results/full_v1/react/bowl_run12.json
react,bowl,Wooden,False,12,dead_loop,,3,9,0.75,3,0.2727272727272727,9,3,False,False,9,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run13.json
react,bowl,Wooden,False,13,dead_loop,,3,5,0.38461538461538464,8,0.6666666666666666,5,8,True,False,5,0,dead_loop,1,full_v1_results/full_v1/react/bowl_run14.json
react,bowl,Wooden,False,12,dead_loop,,3,5,0.4166666666666667,7,0.6363636363636364,9,3,False,False,9,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bowl_run15.json
react,bucket,Iron,False,14,dead_loop,,5,0,0.0,2,0.15384615384615385,9,5,False,False,7,2,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run01.json
react,bucket,Iron,False,29,dead_loop,,5,0,0.0,0,0.0,16,13,False,False,15,1,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run02.json
react,bucket,Iron,False,13,dead_loop,,5,0,0.0,4,0.3333333333333333,10,3,False,False,10,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run03.json
react,bucket,Iron,False,32,dead_loop,,5,1,0.03125,3,0.0967741935483871,18,14,False,False,17,1,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run04.json
react,bucket,Iron,False,17,dead_loop,,5,0,0.0,1,0.0625,10,7,False,False,9,1,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run05.json
react,bucket,Iron,False,23,dead_loop,,5,0,0.0,2,0.09090909090909091,15,8,False,False,14,1,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run06.json
react,bucket,Iron,False,22,dead_loop,,5,0,0.0,4,0.19047619047619047,16,6,False,False,11,5,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run07.json
react,bucket,Iron,False,38,dead_loop,,5,5,0.13157894736842105,8,0.21621621621621623,24,14,False,False,19,5,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run08.json
react,bucket,Iron,False,39,dead_loop,,5,5,0.1282051282051282,5,0.13157894736842105,25,14,False,False,24,1,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run09.json
react,bucket,Iron,False,14,dead_loop,,5,0,0.0,2,0.15384615384615385,11,3,False,False,10,1,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run10.json
react,bucket,Iron,False,12,dead_loop,,5,0,0.0,5,0.45454545454545453,9,3,True,False,9,0,dead_loop,1,full_v1_results/full_v1/react/bucket_run11.json
react,bucket,Iron,False,41,dead_loop,,5,2,0.04878048780487805,2,0.05,25,16,False,False,22,3,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run12.json
react,bucket,Iron,False,6,dead_loop,,5,0,0.0,3,0.6,6,0,False,True,6,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run13.json
react,bucket,Iron,False,19,dead_loop,,5,0,0.0,2,0.1111111111111111,11,8,False,False,11,0,plan_knowledge_error,1,full_v1_results/full_v1/react/bucket_run14.json
react,bucket,Iron,True,57,success,,5,0,0.0,9,0.16071428571428573,23,34,True,False,15,8,dead_loop,1,full_v1_results/full_v1/react/bucket_run15.json
react,chain,Iron,False,25,dead_loop,,6,0,0.0,3,0.125,14,11,False,False,14,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run01.json
react,chain,Iron,False,19,dead_loop,,6,0,0.0,0,0.0,12,7,False,False,12,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run02.json
react,chain,Iron,False,26,dead_loop,,6,0,0.0,0,0.0,17,9,False,False,17,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run03.json
react,chain,Iron,False,26,dead_loop,,6,0,0.0,3,0.12,17,9,False,False,14,3,plan_knowledge_error,3,full_v1_results/full_v1/react/chain_run04.json
react,chain,Iron,False,29,dead_loop,,6,0,0.0,4,0.14285714285714285,21,8,False,False,17,4,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run05.json
react,chain,Iron,False,29,dead_loop,,6,0,0.0,0,0.0,19,10,False,False,17,2,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run06.json
react,chain,Iron,False,11,dead_loop,,6,0,0.0,2,0.2,9,2,False,False,9,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run07.json
react,chain,Iron,False,20,dead_loop,,6,0,0.0,0,0.0,14,6,False,False,14,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run08.json
react,chain,Iron,False,13,dead_loop,,6,1,0.07692307692307693,2,0.16666666666666666,11,2,False,False,11,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run09.json
react,chain,Iron,False,14,dead_loop,,6,0,0.0,6,0.46153846153846156,8,6,True,False,7,1,dead_loop,1,full_v1_results/full_v1/react/chain_run10.json
react,chain,Iron,False,22,dead_loop,,6,0,0.0,4,0.19047619047619047,14,8,False,False,10,4,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run11.json
react,chain,Iron,False,27,dead_loop,,6,0,0.0,3,0.11538461538461539,17,10,False,False,16,1,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run12.json
react,chain,Iron,False,28,dead_loop,,6,0,0.0,2,0.07407407407407407,16,12,False,False,15,1,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run13.json
react,chain,Iron,False,13,dead_loop,,6,0,0.0,2,0.16666666666666666,10,3,False,False,10,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run14.json
react,chain,Iron,False,11,dead_loop,,6,0,0.0,2,0.2,8,3,False,False,8,0,plan_knowledge_error,1,full_v1_results/full_v1/react/chain_run15.json
react,charcoal,Stone,False,28,dead_loop,,6,0,0.0,1,0.037037037037037035,13,15,False,False,1,12,sequencing_error,1,full_v1_results/full_v1/react/charcoal_run01.json
react,charcoal,Stone,False,5,dead_loop,,6,5,1.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/charcoal_run02.json
react,charcoal,Stone,False,21,dead_loop,,6,4,0.19047619047619047,4,0.2,15,6,False,False,4,11,sequencing_error,1,full_v1_results/full_v1/react/charcoal_run03.json
react,charcoal,Stone,False,5,dead_loop,,6,0,0.0,4,1.0,5,0,True,True,0,5,dead_loop,1,full_v1_results/full_v1/react/charcoal_run04.json
react,charcoal,Stone,True,37,success,,6,4,0.10810810810810811,6,0.16666666666666666,13,24,False,False,4,9,sequencing_error,2,full_v1_results/full_v1/react/charcoal_run05.json
react,charcoal,Stone,False,15,dead_loop,,6,5,0.3333333333333333,4,0.2857142857142857,11,4,False,False,9,2,plan_knowledge_error,2,full_v1_results/full_v1/react/charcoal_run06.json
react,charcoal,Stone,False,19,dead_loop,,6,0,0.0,3,0.16666666666666666,13,6,False,False,0,13,sequencing_error,1,full_v1_results/full_v1/react/charcoal_run07.json
react,charcoal,Stone,False,7,dead_loop,,6,2,0.2857142857142857,5,0.8333333333333334,7,0,True,True,2,5,dead_loop,1,full_v1_results/full_v1/react/charcoal_run08.json
react,charcoal,Stone,False,24,dead_loop,,6,0,0.0,5,0.21739130434782608,17,7,False,False,2,15,sequencing_error,1,full_v1_results/full_v1/react/charcoal_run09.json
react,charcoal,Stone,False,13,dead_loop,,6,0,0.0,3,0.25,7,6,False,False,0,7,sequencing_error,2,full_v1_results/full_v1/react/charcoal_run11.json
react,charcoal,Stone,False,13,dead_loop,,6,0,0.0,5,0.4166666666666667,10,3,False,False,0,10,sequencing_error,1,full_v1_results/full_v1/react/charcoal_run12.json
react,charcoal,Stone,False,23,dead_loop,,6,5,0.21739130434782608,4,0.18181818181818182,17,6,False,False,5,12,sequencing_error,1,full_v1_results/full_v1/react/charcoal_run13.json
react,chest,Wooden,True,15,success,,3,0,0.0,5,0.35714285714285715,2,13,True,False,0,2,dead_loop,4,full_v1_results/full_v1/react/chest_run01.json
react,chest,Wooden,True,21,success,,3,0,0.0,6,0.3,4,17,True,False,1,3,dead_loop,4,full_v1_results/full_v1/react/chest_run02.json
react,chest,Wooden,False,5,dead_loop,,3,0,0.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/chest_run05.json
react,chest,Wooden,False,17,dead_loop,,3,0,0.0,2,0.125,5,12,False,False,5,0,plan_knowledge_error,4,full_v1_results/full_v1/react/chest_run06.json
react,chest,Wooden,True,38,success,,3,0,0.0,14,0.3783783783783784,7,31,True,False,4,3,dead_loop,4,full_v1_results/full_v1/react/chest_run07.json
react,chest,Wooden,False,14,dead_loop,,3,0,0.0,2,0.15384615384615385,8,6,False,False,6,2,plan_knowledge_error,4,full_v1_results/full_v1/react/chest_run08.json
react,chest,Wooden,True,17,success,,3,0,0.0,3,0.1875,3,14,False,False,2,1,plan_knowledge_error,4,full_v1_results/full_v1/react/chest_run09.json
react,chest,Wooden,False,9,dead_loop,,3,0,0.0,4,0.5,6,3,True,True,6,0,dead_loop,4,full_v1_results/full_v1/react/chest_run10.json
react,chest,Wooden,True,39,success,,3,0,0.0,18,0.47368421052631576,4,35,True,False,0,4,dead_loop,4,full_v1_results/full_v1/react/chest_run11.json
react,chest,Wooden,True,21,success,,3,0,0.0,1,0.05,4,17,False,False,3,1,plan_knowledge_error,4,full_v1_results/full_v1/react/chest_run12.json
react,chest,Wooden,True,24,success,,3,0,0.0,8,0.34782608695652173,2,22,True,False,0,2,dead_loop,4,full_v1_results/full_v1/react/chest_run13.json
react,chest,Wooden,True,15,success,,3,0,0.0,3,0.21428571428571427,2,13,False,False,0,2,sequencing_error,4,full_v1_results/full_v1/react/chest_run14.json
react,compass,Redstone,False,82,dead_loop,,5,8,0.0975609756097561,19,0.2345679012345679,37,45,False,False,28,9,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run01.json
react,compass,Redstone,False,67,dead_loop,,5,3,0.04477611940298507,5,0.07575757575757576,30,37,False,False,20,10,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run02.json
react,compass,Redstone,False,7,dead_loop,,5,0,0.0,4,0.6666666666666666,7,0,True,True,7,0,dead_loop,1,full_v1_results/full_v1/react/compass_run03.json
react,compass,Redstone,False,24,dead_loop,,5,0,0.0,1,0.043478260869565216,12,12,False,False,11,1,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run04.json
react,compass,Redstone,False,45,dead_loop,,5,0,0.0,6,0.13636363636363635,20,25,False,False,15,5,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run05.json
react,compass,Redstone,False,46,dead_loop,,5,0,0.0,4,0.08888888888888889,23,23,False,False,17,6,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run06.json
react,compass,Redstone,False,84,dead_loop,,5,6,0.07142857142857142,6,0.07228915662650602,39,45,False,False,25,14,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run07.json
react,compass,Redstone,False,35,dead_loop,,5,0,0.0,6,0.17647058823529413,15,20,False,False,14,1,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run09.json
react,compass,Redstone,False,64,dead_loop,,5,5,0.078125,10,0.15873015873015872,24,40,False,False,22,2,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run10.json
react,compass,Redstone,False,14,dead_loop,,5,0,0.0,4,0.3076923076923077,8,6,False,False,7,1,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run11.json
react,compass,Redstone,False,20,dead_loop,,5,0,0.0,4,0.21052631578947367,12,8,False,False,10,2,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run12.json
react,compass,Redstone,False,20,dead_loop,,5,0,0.0,2,0.10526315789473684,11,9,False,False,9,2,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run13.json
react,compass,Redstone,False,50,dead_loop,,5,0,0.0,5,0.10204081632653061,25,25,False,False,18,7,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run14.json
react,compass,Redstone,False,22,dead_loop,,5,0,0.0,4,0.19047619047619047,11,11,False,False,11,0,plan_knowledge_error,1,full_v1_results/full_v1/react/compass_run15.json
react,crafting_table,Wooden,True,4,success,,2,0,0.0,1,0.3333333333333333,0,4,False,False,0,0,none,,full_v1_results/full_v1/react/crafting_table_run01.json
react,crafting_table,Wooden,True,5,success,,2,0,0.0,2,0.5,0,5,False,False,0,0,none,,full_v1_results/full_v1/react/crafting_table_run02.json
react,crafting_table,Wooden,True,6,success,,2,0,0.0,2,0.4,0,6,False,False,0,0,none,,full_v1_results/full_v1/react/crafting_table_run03.json
react,diamond_axe,Diamond,False,36,dead_loop,,5,7,0.19444444444444445,8,0.22857142857142856,20,16,False,False,20,0,plan_knowledge_error,3,full_v1_results/full_v1/react/diamond_axe_run01.json
react,diamond_axe,Diamond,False,17,dead_loop,,5,5,0.29411764705882354,2,0.125,7,10,False,False,5,2,plan_knowledge_error,2,full_v1_results/full_v1/react/diamond_axe_run02.json
react,diamond_axe,Diamond,False,28,dead_loop,,5,5,0.17857142857142858,8,0.2962962962962963,11,17,False,False,8,3,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run03.json
react,diamond_axe,Diamond,False,33,dead_loop,,5,10,0.30303030303030304,4,0.125,17,16,False,False,17,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run04.json
react,diamond_axe,Diamond,False,9,dead_loop,,5,0,0.0,1,0.125,6,3,False,False,6,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run05.json
react,diamond_axe,Diamond,False,27,dead_loop,,5,3,0.1111111111111111,4,0.15384615384615385,18,9,False,False,16,2,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run06.json
react,diamond_axe,Diamond,False,21,dead_loop,,5,9,0.42857142857142855,6,0.3,12,9,False,False,11,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run07.json
react,diamond_axe,Diamond,False,17,dead_loop,,5,5,0.29411764705882354,5,0.3125,10,7,False,False,9,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run08.json
react,diamond_axe,Diamond,False,12,dead_loop,,5,1,0.08333333333333333,3,0.2727272727272727,8,4,False,False,8,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run09.json
react,diamond_axe,Diamond,False,28,dead_loop,,5,5,0.17857142857142858,4,0.14814814814814814,15,13,False,False,13,2,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run10.json
react,diamond_axe,Diamond,False,21,dead_loop,,5,5,0.23809523809523808,7,0.35,13,8,False,False,12,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run11.json
react,diamond_axe,Diamond,False,29,dead_loop,,5,5,0.1724137931034483,12,0.42857142857142855,10,19,True,False,10,0,dead_loop,1,full_v1_results/full_v1/react/diamond_axe_run12.json
react,diamond_axe,Diamond,False,26,dead_loop,,5,5,0.19230769230769232,4,0.16,13,13,False,False,12,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run13.json
react,diamond_axe,Diamond,False,5,dead_loop,,5,0,0.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/diamond_axe_run14.json
react,diamond_axe,Diamond,False,26,dead_loop,,5,5,0.19230769230769232,3,0.12,14,12,False,False,14,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_axe_run15.json
react,diamond_boots,Armor,False,20,dead_loop,,5,0,0.0,4,0.21052631578947367,11,9,False,False,6,5,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_boots_run01.json
react,diamond_boots,Armor,False,9,dead_loop,,5,9,1.0,7,0.875,9,0,True,True,9,0,dead_loop,1,full_v1_results/full_v1/react/diamond_boots_run02.json
react,diamond_boots,Armor,False,5,dead_loop,,5,5,1.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/diamond_boots_run03.json
react,diamond_boots,Armor,False,15,dead_loop,,5,3,0.2,3,0.21428571428571427,11,4,False,False,6,5,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_boots_run05.json
react,diamond_boots,Armor,False,10,dead_loop,,5,0,0.0,5,0.5555555555555556,8,2,False,False,5,3,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_boots_run06.json
react,diamond_boots,Armor,False,24,dead_loop,,5,5,0.20833333333333334,5,0.21739130434782608,14,10,False,False,12,2,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_boots_run07.json
react,diamond_boots,Armor,False,8,dead_loop,,5,3,0.375,6,0.8571428571428571,8,0,True,True,8,0,dead_loop,1,full_v1_results/full_v1/react/diamond_boots_run08.json
react,diamond_boots,Armor,False,17,dead_loop,,5,4,0.23529411764705882,3,0.1875,12,5,False,False,12,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_boots_run10.json
react,diamond_boots,Armor,False,9,dead_loop,,5,3,0.3333333333333333,5,0.625,8,1,False,False,8,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_boots_run13.json
react,diamond_chestplate,Armor,False,5,dead_loop,,5,5,1.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/diamond_chestplate_run01.json
react,diamond_chestplate,Armor,False,19,dead_loop,,5,3,0.15789473684210525,1,0.05555555555555555,12,7,False,False,11,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_chestplate_run07.json
react,diamond_chestplate,Armor,False,9,dead_loop,,5,4,0.4444444444444444,7,0.875,9,0,True,True,9,0,dead_loop,1,full_v1_results/full_v1/react/diamond_chestplate_run10.json
react,diamond_helmet,Armor,False,22,dead_loop,,5,6,0.2727272727272727,7,0.3333333333333333,14,8,False,False,13,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_helmet_run01.json
react,diamond_helmet,Armor,False,5,dead_loop,,5,5,1.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/diamond_helmet_run02.json
react,diamond_helmet,Armor,False,8,dead_loop,,5,1,0.125,3,0.42857142857142855,6,2,False,False,6,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_helmet_run04.json
react,diamond_helmet,Armor,False,6,dead_loop,,5,1,0.16666666666666666,4,0.8,6,0,True,True,6,0,dead_loop,1,full_v1_results/full_v1/react/diamond_helmet_run05.json
react,diamond_helmet,Armor,False,17,dead_loop,,5,3,0.17647058823529413,3,0.1875,11,6,False,False,10,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_helmet_run06.json
react,diamond_helmet,Armor,False,7,dead_loop,,5,0,0.0,2,0.3333333333333333,6,1,False,False,5,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_helmet_run10.json
react,diamond_hoe,Diamond,False,6,dead_loop,,5,0,0.0,3,0.6,6,0,False,True,6,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_hoe_run01.json
react,diamond_hoe,Diamond,False,6,dead_loop,,5,1,0.16666666666666666,4,0.8,6,0,True,True,6,0,dead_loop,1,full_v1_results/full_v1/react/diamond_hoe_run02.json
react,diamond_hoe,Diamond,False,9,dead_loop,,5,1,0.1111111111111111,3,0.375,6,3,False,False,6,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_hoe_run03.json
react,diamond_hoe,Diamond,False,21,dead_loop,,5,5,0.23809523809523808,2,0.1,12,9,False,False,9,3,plan_knowledge_error,2,full_v1_results/full_v1/react/diamond_hoe_run04.json
react,diamond_hoe,Diamond,False,17,dead_loop,,5,4,0.23529411764705882,6,0.375,11,6,False,False,10,1,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_hoe_run05.json
react,diamond_hoe,Diamond,False,22,dead_loop,,5,5,0.22727272727272727,9,0.42857142857142855,9,13,True,False,6,3,dead_loop,1,full_v1_results/full_v1/react/diamond_hoe_run06.json
react,diamond_hoe,Diamond,False,15,dead_loop,,5,0,0.0,1,0.07142857142857142,7,8,False,False,5,2,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_hoe_run07.json
react,diamond_hoe,Diamond,False,5,dead_loop,,5,0,0.0,4,1.0,5,0,True,True,5,0,dead_loop,1,full_v1_results/full_v1/react/diamond_hoe_run08.json
react,diamond_hoe,Diamond,False,6,dead_loop,,5,0,0.0,4,0.8,6,0,True,True,6,0,dead_loop,1,full_v1_results/full_v1/react/diamond_hoe_run10.json
react,diamond_hoe,Diamond,False,10,dead_loop,,5,3,0.3,5,0.5555555555555556,9,1,False,False,9,0,plan_knowledge_error,1,full_v1_results/full_v1/react/diamond_hoe_run11.json
react,diamond_hoe,Diamond,False,19,dead_loop,,5,5,0.2631578947368421,5,0.2777777777777778,11,8,True,False,8,3,dead_loop,1,full_v1_results/full_v1/react/diamond_hoe_run13.json
